smiles,pIC50,QED,TPSA,logP,heavy_atom_count,ratio_C,ratio_N,ratio_O,ratio_F,ratio_S,ratio_Br,ratio_Cl,ratio_I,ratio_C_N,ratio_C_O,ratio_C_F,ratio_C_S,ratio_C_Br,ratio_C_Cl,ratio_C_I,ratio_N_O,ratio_N_F,ratio_N_S,ratio_N_Br,ratio_N_Cl,ratio_N_I,ratio_O_F,ratio_O_S,ratio_O_Br,ratio_O_Cl,ratio_O_I,ratio_F_S,ratio_F_Br,ratio_F_Cl,ratio_F_I,ratio_S_Br,ratio_S_Cl,ratio_S_I,ratio_Br_Cl,ratio_Br_I,ratio_Cl_I,ratio_C_N_O,ratio_C_N_F,ratio_C_N_S,ratio_C_N_Br,ratio_C_N_Cl,ratio_C_N_I,ratio_C_O_F,ratio_C_O_S,ratio_C_O_Br,ratio_C_O_Cl,ratio_C_O_I,ratio_C_F_S,ratio_C_F_Br,ratio_C_F_Cl,ratio_C_F_I,ratio_C_S_Br,ratio_C_S_Cl,ratio_C_S_I,ratio_C_Br_Cl,ratio_C_Br_I,ratio_C_Cl_I,ratio_N_O_F,ratio_N_O_S,ratio_N_O_Br,ratio_N_O_Cl,ratio_N_O_I,ratio_N_F_S,ratio_N_F_Br,ratio_N_F_Cl,ratio_N_F_I,ratio_N_S_Br,ratio_N_S_Cl,ratio_N_S_I,ratio_N_Br_Cl,ratio_N_Br_I,ratio_N_Cl_I,ratio_O_F_S,ratio_O_F_Br,ratio_O_F_Cl,ratio_O_F_I,ratio_O_S_Br,ratio_O_S_Cl,ratio_O_S_I,ratio_O_Br_Cl,ratio_O_Br_I,ratio_O_Cl_I,ratio_F_S_Br,ratio_F_S_Cl,ratio_F_S_I,ratio_F_Br_Cl,ratio_F_Br_I,ratio_F_Cl_I,ratio_S_Br_Cl,ratio_S_Br_I,ratio_S_Cl_I,ratio_Br_Cl_I,ratio_C_N_O_F,ratio_C_N_O_S,ratio_C_N_O_Br,ratio_C_N_O_Cl,ratio_C_N_O_I,ratio_C_N_F_S,ratio_C_N_F_Br,ratio_C_N_F_Cl,ratio_C_N_F_I,ratio_C_N_S_Br,ratio_C_N_S_Cl,ratio_C_N_S_I,ratio_C_N_Br_Cl,ratio_C_N_Br_I,ratio_C_N_Cl_I,ratio_C_O_F_S,ratio_C_O_F_Br,ratio_C_O_F_Cl,ratio_C_O_F_I,ratio_C_O_S_Br,ratio_C_O_S_Cl,ratio_C_O_S_I,ratio_C_O_Br_Cl,ratio_C_O_Br_I,ratio_C_O_Cl_I,ratio_C_F_S_Br,ratio_C_F_S_Cl,ratio_C_F_S_I,ratio_C_F_Br_Cl,ratio_C_F_Br_I,ratio_C_F_Cl_I,ratio_C_S_Br_Cl,ratio_C_S_Br_I,ratio_C_S_Cl_I,ratio_C_Br_Cl_I,ratio_N_O_F_S,ratio_N_O_F_Br,ratio_N_O_F_Cl,ratio_N_O_F_I,ratio_N_O_S_Br,ratio_N_O_S_Cl,ratio_N_O_S_I,ratio_N_O_Br_Cl,ratio_N_O_Br_I,ratio_N_O_Cl_I,ratio_N_F_S_Br,ratio_N_F_S_Cl,ratio_N_F_S_I,ratio_N_F_Br_Cl,ratio_N_F_Br_I,ratio_N_F_Cl_I,ratio_N_S_Br_Cl,ratio_N_S_Br_I,ratio_N_S_Cl_I,ratio_N_Br_Cl_I,ratio_O_F_S_Br,ratio_O_F_S_Cl,ratio_O_F_S_I,ratio_O_F_Br_Cl,ratio_O_F_Br_I,ratio_O_F_Cl_I,ratio_O_S_Br_Cl,ratio_O_S_Br_I,ratio_O_S_Cl_I,ratio_O_Br_Cl_I,ratio_F_S_Br_Cl,ratio_F_S_Br_I,ratio_F_S_Cl_I,ratio_F_Br_Cl_I,ratio_S_Br_Cl_I,ratio_C_N_O_F_S,ratio_C_N_O_F_Br,ratio_C_N_O_F_Cl,ratio_C_N_O_F_I,ratio_C_N_O_S_Br,ratio_C_N_O_S_Cl,ratio_C_N_O_S_I,ratio_C_N_O_Br_Cl,ratio_C_N_O_Br_I,ratio_C_N_O_Cl_I,ratio_C_N_F_S_Br,ratio_C_N_F_S_Cl,ratio_C_N_F_S_I,ratio_C_N_F_Br_Cl,ratio_C_N_F_Br_I,ratio_C_N_F_Cl_I,ratio_C_N_S_Br_Cl,ratio_C_N_S_Br_I,ratio_C_N_S_Cl_I,ratio_C_N_Br_Cl_I,ratio_C_O_F_S_Br,ratio_C_O_F_S_Cl,ratio_C_O_F_S_I,ratio_C_O_F_Br_Cl,ratio_C_O_F_Br_I,ratio_C_O_F_Cl_I,ratio_C_O_S_Br_Cl,ratio_C_O_S_Br_I,ratio_C_O_S_Cl_I,ratio_C_O_Br_Cl_I,ratio_C_F_S_Br_Cl,ratio_C_F_S_Br_I,ratio_C_F_S_Cl_I,ratio_C_F_Br_Cl_I,ratio_C_S_Br_Cl_I,ratio_N_O_F_S_Br,ratio_N_O_F_S_Cl,ratio_N_O_F_S_I,ratio_N_O_F_Br_Cl,ratio_N_O_F_Br_I,ratio_N_O_F_Cl_I,ratio_N_O_S_Br_Cl,ratio_N_O_S_Br_I,ratio_N_O_S_Cl_I,ratio_N_O_Br_Cl_I,ratio_N_F_S_Br_Cl,ratio_N_F_S_Br_I,ratio_N_F_S_Cl_I,ratio_N_F_Br_Cl_I,ratio_N_S_Br_Cl_I,ratio_O_F_S_Br_Cl,ratio_O_F_S_Br_I,ratio_O_F_S_Cl_I,ratio_O_F_Br_Cl_I,ratio_O_S_Br_Cl_I,ratio_F_S_Br_Cl_I,ratio_C_N_O_F_S_Br,ratio_C_N_O_F_S_Cl,ratio_C_N_O_F_S_I,ratio_C_N_O_F_Br_Cl,ratio_C_N_O_F_Br_I,ratio_C_N_O_F_Cl_I,ratio_C_N_O_S_Br_Cl,ratio_C_N_O_S_Br_I,ratio_C_N_O_S_Cl_I,ratio_C_N_O_Br_Cl_I,ratio_C_N_F_S_Br_Cl,ratio_C_N_F_S_Br_I,ratio_C_N_F_S_Cl_I,ratio_C_N_F_Br_Cl_I,ratio_C_N_S_Br_Cl_I,ratio_C_O_F_S_Br_Cl,ratio_C_O_F_S_Br_I,ratio_C_O_F_S_Cl_I,ratio_C_O_F_Br_Cl_I,ratio_C_O_S_Br_Cl_I,ratio_C_F_S_Br_Cl_I,ratio_N_O_F_S_Br_Cl,ratio_N_O_F_S_Br_I,ratio_N_O_F_S_Cl_I,ratio_N_O_F_Br_Cl_I,ratio_N_O_S_Br_Cl_I,ratio_N_F_S_Br_Cl_I,ratio_O_F_S_Br_Cl_I,ratio_C_N_O_F_S_Br_Cl,ratio_C_N_O_F_S_Br_I,ratio_C_N_O_F_S_Cl_I,ratio_C_N_O_F_Br_Cl_I,ratio_C_N_O_S_Br_Cl_I,ratio_C_N_F_S_Br_Cl_I,ratio_C_O_F_S_Br_Cl_I,ratio_N_O_F_S_Br_Cl_I
COc1ccc(-c2ccc(Cn3cc(C(=O)N[C@@H](Cc4ccccc4)C(=O)NS(=O)(=O)c4ccccc4)c4ccccc43)cc2)cc1,5.886056648,0.1746685747045061,106.5,6.211400000000006,47,0.8085106382978723,0.06382978723404255,0.10638297872340426,,0.02127659574468085,,,,0.8723404255319149,0.9148936170212766,,0.8297872340425532,,,,0.1702127659574468,,0.0851063829787234,,,,,0.1276595744680851,,,,,,,,,,,,,,0.9787234042553191,,0.8936170212765957,,,,,0.9361702127659575,,,,,,,,,,,,,,,0.19148936170212766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4cnc(OCCN5CCOCC5)c(C#N)c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,10.20065945,0.1261332944347976,166.00999999999996,6.890880000000007,61,0.7377049180327869,0.13114754098360656,0.09836065573770492,,0.01639344262295082,,0.01639344262295082,,0.8688524590163934,0.8360655737704918,,0.7540983606557377,,0.7540983606557377,,0.22950819672131148,,0.14754098360655737,,0.14754098360655737,,,0.11475409836065574,,0.11475409836065574,,,,,,,0.03278688524590164,,,,,0.9672131147540983,,0.8852459016393442,,0.8852459016393442,,,0.8524590163934426,,0.8524590163934426,,,,,,,0.7704918032786885,,,,,,0.2459016393442623,,0.2459016393442623,,,,,,,0.16393442622950818,,,,,,,,,,0.13114754098360656,,,,,,,,,,,,,,,,0.9836065573770492,,0.9836065573770492,,,,,,,0.9016393442622951,,,,,,,,,,0.8688524590163934,,,,,,,,,,,,,,,,,,,,0.26229508196721313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)c1cc(S(=O)(=O)NC(=O)c2ccc(N3CCN(CC4=C(c5ccc(Cl)cc5)CC(C)(C)CC4)CC3)cc2Oc2cnc3[nH]ccc3c2)cnc1OCC1CCOCC1,9.407823243,0.1178138816860441,138.98,9.237000000000002,61,0.7704918032786885,0.09836065573770492,0.09836065573770492,,0.01639344262295082,,0.01639344262295082,,0.8688524590163934,0.8688524590163934,,0.7868852459016393,,0.7868852459016393,,0.19672131147540983,,0.11475409836065574,,0.11475409836065574,,,0.11475409836065574,,0.11475409836065574,,,,,,,0.03278688524590164,,,,,0.9672131147540983,,0.8852459016393442,,0.8852459016393442,,,0.8852459016393442,,0.8852459016393442,,,,,,,0.8032786885245902,,,,,,0.21311475409836064,,0.21311475409836064,,,,,,,0.13114754098360656,,,,,,,,,,0.13114754098360656,,,,,,,,,,,,,,,,0.9836065573770492,,0.9836065573770492,,,,,,,0.9016393442622951,,,,,,,,,,0.9016393442622951,,,,,,,,,,,,,,,,,,,,0.22950819672131148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4cnc(NC5CCC(N6CCOCC6)CC5)c(C#N)c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,9.896196279,0.1098439479934962,168.80999999999997,8.235180000000009,65,0.7538461538461538,0.13846153846153847,0.07692307692307693,,0.015384615384615385,,0.015384615384615385,,0.8923076923076924,0.8307692307692308,,0.7692307692307693,,0.7692307692307693,,0.2153846153846154,,0.15384615384615385,,0.15384615384615385,,,0.09230769230769231,,0.09230769230769231,,,,,,,0.03076923076923077,,,,,0.9692307692307692,,0.9076923076923077,,0.9076923076923077,,,0.8461538461538461,,0.8461538461538461,,,,,,,0.7846153846153846,,,,,,0.23076923076923078,,0.23076923076923078,,,,,,,0.16923076923076924,,,,,,,,,,0.1076923076923077,,,,,,,,,,,,,,,,0.9846153846153847,,0.9846153846153847,,,,,,,0.9230769230769231,,,,,,,,,,0.8615384615384616,,,,,,,,,,,,,,,,,,,,0.24615384615384617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)CC(=O)N1CCO[C@H](COc2ncc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3cnc4[nH]ccc4c3)cc2Cl)C1,10.82390874,0.1161035554910004,162.52999999999994,7.129400000000008,65,0.7230769230769231,0.12307692307692308,0.1076923076923077,,0.015384615384615385,,0.03076923076923077,,0.8461538461538461,0.8307692307692308,,0.7384615384615385,,0.7538461538461538,,0.23076923076923078,,0.13846153846153847,,0.15384615384615385,,,0.12307692307692308,,0.13846153846153847,,,,,,,0.046153846153846156,,,,,0.9538461538461539,,0.8615384615384616,,0.8769230769230769,,,0.8461538461538461,,0.8615384615384616,,,,,,,0.7692307692307693,,,,,,0.24615384615384617,,0.26153846153846155,,,,,,,0.16923076923076924,,,,,,,,,,0.15384615384615385,,,,,,,,,,,,,,,,0.9692307692307692,,0.9846153846153847,,,,,,,0.8923076923076924,,,,,,,,,,0.8769230769230769,,,,,,,,,,,,,,,,,,,,0.27692307692307694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(OCC5(F)CCOCC5)nc4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,9.243363892,0.1264405062718021,138.98000000000002,8.205700000000009,59,0.7457627118644068,0.1016949152542373,0.1016949152542373,0.01694915254237288,0.01694915254237288,,0.01694915254237288,,0.847457627118644,0.847457627118644,0.7627118644067796,0.7627118644067796,,0.7627118644067796,,0.2033898305084746,0.11864406779661017,0.11864406779661017,,0.11864406779661017,,0.11864406779661017,0.11864406779661017,,0.11864406779661017,,0.03389830508474576,,0.03389830508474576,,,0.03389830508474576,,,,,0.9491525423728814,0.864406779661017,0.864406779661017,,0.864406779661017,,0.864406779661017,0.864406779661017,,0.864406779661017,,0.7796610169491526,,0.7796610169491526,,,0.7796610169491526,,,,,0.22033898305084745,0.22033898305084745,,0.22033898305084745,,0.13559322033898305,,0.13559322033898305,,,0.13559322033898305,,,,,0.13559322033898305,,0.13559322033898305,,,0.13559322033898305,,,,,,0.05084745762711865,,,,,,,,,0.9661016949152542,0.9661016949152542,,0.9661016949152542,,0.8813559322033898,,0.8813559322033898,,,0.8813559322033898,,,,,0.8813559322033898,,0.8813559322033898,,,0.8813559322033898,,,,,,0.7966101694915254,,,,,,,,,0.23728813559322035,,0.23728813559322035,,,0.23728813559322035,,,,,,0.15254237288135594,,,,,,,,,,0.15254237288135594,,,,,,,,,,,,,,0.9830508474576272,,0.9830508474576272,,,0.9830508474576272,,,,,,0.8983050847457628,,,,,,,,,,0.8983050847457628,,,,,,,,,,,,,,,0.2542372881355932,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N[C@@H](Cc1ccc(OCc2ccc(-c3ccccc3)cc2)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,6.207608311,0.1371395397736016,153.94,6.435100000000007,46,0.717391304347826,0.06521739130434782,0.17391304347826086,,0.021739130434782608,,0.021739130434782608,,0.782608695652174,0.8913043478260869,,0.7391304347826086,,0.7391304347826086,,0.2391304347826087,,0.08695652173913043,,0.08695652173913043,,,0.1956521739130435,,0.1956521739130435,,,,,,,0.043478260869565216,,,,,0.9565217391304348,,0.8043478260869565,,0.8043478260869565,,,0.9130434782608695,,0.9130434782608695,,,,,,,0.7608695652173914,,,,,,0.2608695652173913,,0.2608695652173913,,,,,,,0.10869565217391304,,,,,,,,,,0.21739130434782608,,,,,,,,,,,,,,,,0.9782608695652174,,0.9782608695652174,,,,,,,0.8260869565217391,,,,,,,,,,0.9347826086956522,,,,,,,,,,,,,,,,,,,,0.2826086956521739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OCOC(=O)c1ccc(/C(Cl)=C/[C@@H]2C=C(C)C[C@H]3C[C@H](CC(=O)O)C=C[C@]32C(=O)OCOC(C)=O)cc1,5.739928612,0.2385854707800484,142.5,4.627100000000003,40,0.725,,0.25,,,,0.025,,,0.975,,,,0.75,,,,,,,,,,,0.275,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONC(=O)[C@@H]1CC=C(CCC=C(C)C)C[C@H]1c1ccccc1,5.568636236,0.6187194870474899,38.33,4.530600000000004,23,0.8695652173913043,0.043478260869565216,0.08695652173913043,,,,,,0.9130434782608695,0.9565217391304348,,,,,,0.13043478260869565,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)=CCCC1=CC[C@@H](C(=O)NO)[C@H](c2ccccc2)C1,6.15490196,0.4819977862980242,49.33,4.358400000000003,22,0.8636363636363636,0.045454545454545456,0.09090909090909091,,,,,,0.9090909090909091,0.9545454545454546,,,,,,0.13636363636363635,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC1CCC(CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,11.0,0.0716404731899794,172.02999999999997,9.4385,63,0.746031746031746,0.1111111111111111,0.1111111111111111,,0.015873015873015872,,0.015873015873015872,,0.8571428571428571,0.8571428571428571,,0.7619047619047619,,0.7619047619047619,,0.2222222222222222,,0.12698412698412698,,0.12698412698412698,,,0.12698412698412698,,0.12698412698412698,,,,,,,0.031746031746031744,,,,,0.9682539682539683,,0.873015873015873,,0.873015873015873,,,0.873015873015873,,0.873015873015873,,,,,,,0.7777777777777778,,,,,,0.23809523809523808,,0.23809523809523808,,,,,,,0.14285714285714285,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,0.9841269841269841,,0.9841269841269841,,,,,,,0.8888888888888888,,,,,,,,,,0.8888888888888888,,,,,,,,,,,,,,,,,,,,0.25396825396825395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCC(N6CCOCC6)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,10.92081875,0.0756849874958038,175.27,8.876700000000003,66,0.7424242424242424,0.12121212121212122,0.10606060606060606,,0.015151515151515152,,0.015151515151515152,,0.8636363636363636,0.8484848484848485,,0.7575757575757576,,0.7575757575757576,,0.22727272727272727,,0.13636363636363635,,0.13636363636363635,,,0.12121212121212122,,0.12121212121212122,,,,,,,0.030303030303030304,,,,,0.9696969696969697,,0.8787878787878788,,0.8787878787878788,,,0.8636363636363636,,0.8636363636363636,,,,,,,0.7727272727272727,,,,,,0.24242424242424243,,0.24242424242424243,,,,,,,0.15151515151515152,,,,,,,,,,0.13636363636363635,,,,,,,,,,,,,,,,0.9848484848484849,,0.9848484848484849,,,,,,,0.8939393939393939,,,,,,,,,,0.8787878787878788,,,,,,,,,,,,,,,,,,,,0.25757575757575757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4cnc(OC5CCN(C6CCOCC6)CC5)c(C#N)c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,9.910094889,0.1234463506933531,166.00999999999996,8.202080000000008,65,0.7538461538461538,0.12307692307692308,0.09230769230769231,,0.015384615384615385,,0.015384615384615385,,0.8769230769230769,0.8461538461538461,,0.7692307692307693,,0.7692307692307693,,0.2153846153846154,,0.13846153846153847,,0.13846153846153847,,,0.1076923076923077,,0.1076923076923077,,,,,,,0.03076923076923077,,,,,0.9692307692307692,,0.8923076923076924,,0.8923076923076924,,,0.8615384615384616,,0.8615384615384616,,,,,,,0.7846153846153846,,,,,,0.23076923076923078,,0.23076923076923078,,,,,,,0.15384615384615385,,,,,,,,,,0.12307692307692308,,,,,,,,,,,,,,,,0.9846153846153847,,0.9846153846153847,,,,,,,0.9076923076923077,,,,,,,,,,0.8769230769230769,,,,,,,,,,,,,,,,,,,,0.24615384615384617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCN(C6CCOCC6)CC5)c([N+](=O)[O-])c4)c(Oc4ccc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,10.13667714,0.0761805033559116,162.38,9.4817,66,0.7575757575757576,0.10606060606060606,0.10606060606060606,,0.015151515151515152,,0.015151515151515152,,0.8636363636363636,0.8636363636363636,,0.7727272727272727,,0.7727272727272727,,0.21212121212121213,,0.12121212121212122,,0.12121212121212122,,,0.12121212121212122,,0.12121212121212122,,,,,,,0.030303030303030304,,,,,0.9696969696969697,,0.8787878787878788,,0.8787878787878788,,,0.8787878787878788,,0.8787878787878788,,,,,,,0.7878787878787878,,,,,,0.22727272727272727,,0.22727272727272727,,,,,,,0.13636363636363635,,,,,,,,,,0.13636363636363635,,,,,,,,,,,,,,,,0.9848484848484849,,0.9848484848484849,,,,,,,0.8939393939393939,,,,,,,,,,0.8939393939393939,,,,,,,,,,,,,,,,,,,,0.24242424242424243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN1CCC(Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3ccc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,10.88605665,0.0818833563024555,153.15,8.932500000000003,61,0.7540983606557377,0.11475409836065574,0.09836065573770492,,0.01639344262295082,,0.01639344262295082,,0.8688524590163934,0.8524590163934426,,0.7704918032786885,,0.7704918032786885,,0.21311475409836064,,0.13114754098360656,,0.13114754098360656,,,0.11475409836065574,,0.11475409836065574,,,,,,,0.03278688524590164,,,,,0.9672131147540983,,0.8852459016393442,,0.8852459016393442,,,0.8688524590163934,,0.8688524590163934,,,,,,,0.7868852459016393,,,,,,0.22950819672131148,,0.22950819672131148,,,,,,,0.14754098360655737,,,,,,,,,,0.13114754098360656,,,,,,,,,,,,,,,,0.9836065573770492,,0.9836065573770492,,,,,,,0.9016393442622951,,,,,,,,,,0.8852459016393442,,,,,,,,,,,,,,,,,,,,0.2459016393442623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN1CCN(Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3ccc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,9.312471039,0.0825308425073655,156.39,8.000700000000009,61,0.7377049180327869,0.13114754098360656,0.09836065573770492,,0.01639344262295082,,0.01639344262295082,,0.8688524590163934,0.8360655737704918,,0.7540983606557377,,0.7540983606557377,,0.22950819672131148,,0.14754098360655737,,0.14754098360655737,,,0.11475409836065574,,0.11475409836065574,,,,,,,0.03278688524590164,,,,,0.9672131147540983,,0.8852459016393442,,0.8852459016393442,,,0.8524590163934426,,0.8524590163934426,,,,,,,0.7704918032786885,,,,,,0.2459016393442623,,0.2459016393442623,,,,,,,0.16393442622950818,,,,,,,,,,0.13114754098360656,,,,,,,,,,,,,,,,0.9836065573770492,,0.9836065573770492,,,,,,,0.9016393442622951,,,,,,,,,,0.8688524590163934,,,,,,,,,,,,,,,,,,,,0.26229508196721313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCC(C)(C)CNc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(CC4=C(c5ccc(Cl)cc5)CC(C)(C)CC4)CC3)cc2Oc2cnc3[nH]ccc3c2)cc1[N+](=O)[O-],10.22914799,0.0677835574238508,172.02999999999997,8.905900000000004,61,0.7377049180327869,0.11475409836065574,0.11475409836065574,,0.01639344262295082,,0.01639344262295082,,0.8524590163934426,0.8524590163934426,,0.7540983606557377,,0.7540983606557377,,0.22950819672131148,,0.13114754098360656,,0.13114754098360656,,,0.13114754098360656,,0.13114754098360656,,,,,,,0.03278688524590164,,,,,0.9672131147540983,,0.8688524590163934,,0.8688524590163934,,,0.8688524590163934,,0.8688524590163934,,,,,,,0.7704918032786885,,,,,,0.2459016393442623,,0.2459016393442623,,,,,,,0.14754098360655737,,,,,,,,,,0.14754098360655737,,,,,,,,,,,,,,,,0.9836065573770492,,0.9836065573770492,,,,,,,0.8852459016393442,,,,,,,,,,0.8852459016393442,,,,,,,,,,,,,,,,,,,,0.26229508196721313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
